1	jake5@skype.com	INV
1	jake5@skype.com	INV
1	jake5@skype.com	INV
1	jake5@skype.com	ACC
1	jake5@skype.com	ACK
1	jake5@skype.com	ACK
1	jake5@skype.com	ACK
1	jake5@skype.com	BYE
1	evan@gmail.com	INV
1	evan@gmail.com	INV
1	evan@gmail.com	ACC
1	evan@gmail.com	ACK
1	evan@gmail.com	ACK
1	evan@gmail.com	BYE
1	yarl@skype.com	INV
1	yarl@skype.com	INV
1	yarl@skype.com	INV
1	yarl@skype.com	ACC
1	yarl@skype.com	ACC
1	yarl@skype.com	ACK
1	yarl@skype.com	ACK
1	yarl@skype.com	BYE
1	kely5@gmail.com	INV
1	kely5@gmail.com	INV
1	kely5@gmail.com	INV
1	kely5@gmail.com	ACC
1	kely5@gmail.com	ACK
1	kely5@gmail.com	BYE
1	quest@gmail.com	INV
1	quest@gmail.com	INV
1	quest@gmail.com	ACC
1	quest@gmail.com	ACK
1	quest@gmail.com	ACK
1	quest@gmail.com	BYE
1	ozpin9@skype.com	INV
1	ozpin9@skype.com	ACC
1	ozpin9@skype.com	ACK
1	ozpin9@skype.com	ACK
1	ozpin9@skype.com	BYE
1	kely83@yahoo.com	INV
1	kely83@yahoo.com	INV
1	kely83@yahoo.com	INV
1	kely83@yahoo.com	INV
1	kely83@yahoo.com	ACC
1	kely83@yahoo.com	ACC
1	kely83@yahoo.com	ACK
1	kely83@yahoo.com	BYE
1	pira1@sketchyvoip.net	INV
1	pira1@sketchyvoip.net	INV
1	pira1@sketchyvoip.net	ACC
1	pira1@sketchyvoip.net	ACC
1	pira1@sketchyvoip.net	ACK
1	pira1@sketchyvoip.net	ACK
1	pira1@sketchyvoip.net	BYE
2	pira3@yahoo.com	INV
2	pira3@yahoo.com	INV
2	pira3@yahoo.com	ACC
2	pira3@yahoo.com	ACK
2	pira3@yahoo.com	BYE
2	lilly91@gmail.com	INV
2	lilly91@gmail.com	INV
2	lilly91@gmail.com	INV
2	lilly91@gmail.com	ACC
2	lilly91@gmail.com	ACC
2	lilly91@gmail.com	ACK
2	lilly91@gmail.com	ACK
2	lilly91@gmail.com	BYE
2	ingres07@yahoo.com	INV
2	ingres07@yahoo.com	INV
2	ingres07@yahoo.com	INV
2	ingres07@yahoo.com	ACC
2	ingres07@yahoo.com	ACK
2	ingres07@yahoo.com	ACK
2	ingres07@yahoo.com	BYE
2	pira15@discord.com	INV
2	pira15@discord.com	INV
2	pira15@discord.com	ACC
2	pira15@discord.com	ACC
2	pira15@discord.com	ACK
2	pira15@discord.com	ACK
2	pira15@discord.com	BYE
2	rose201@discord.com	INV
2	rose201@discord.com	INV
2	rose201@discord.com	INV
2	rose201@discord.com	INV
2	vic4@sketchyvoip.net	INV
2	vic4@sketchyvoip.net	INV
2	vic4@sketchyvoip.net	INV
2	vic4@sketchyvoip.net	ACC
2	vic4@sketchyvoip.net	ACK
2	vic4@sketchyvoip.net	BYE
2	xeno089@yahoo.com	INV
2	xeno089@yahoo.com	INV
2	xeno089@yahoo.com	ACC
2	xeno089@yahoo.com	ACC
2	xeno089@yahoo.com	ACK
2	xeno089@yahoo.com	ACK
2	xeno089@yahoo.com	ACK
2	xeno089@yahoo.com	BYE
2	carol@sketchyvoip.net	INV
2	carol@sketchyvoip.net	INV
2	carol@sketchyvoip.net	INV
2	carol@sketchyvoip.net	ACC
2	carol@sketchyvoip.net	ACC
2	carol@sketchyvoip.net	ACK
2	carol@sketchyvoip.net	ACK
2	carol@sketchyvoip.net	ACK
2	carol@sketchyvoip.net	BYE
