2	bob70@hotmail.com	INV
2	bob70@hotmail.com	INV
2	bob70@hotmail.com	INV
2	bob70@hotmail.com	ACC
2	bob70@hotmail.com	ACC
2	bob70@hotmail.com	ACK
2	bob70@hotmail.com	BYE
2	lilly16@gmail.com	INV
2	lilly16@gmail.com	INV
2	lilly16@gmail.com	ACC
2	lilly16@gmail.com	ACC
2	lilly16@gmail.com	ACK
2	lilly16@gmail.com	ACK
2	lilly16@gmail.com	ACK
2	lilly16@gmail.com	BYE
2	lilly@skype.com	INV
2	lilly@skype.com	INV
2	lilly@skype.com	INV
2	lilly@skype.com	INV
2	lilly@skype.com	ACC
2	lilly@skype.com	ACK
2	lilly@skype.com	ACK
2	lilly@skype.com	BYE
2	lilly77@discord.com	INV
2	lilly77@discord.com	INV
2	lilly77@discord.com	INV
2	lilly77@discord.com	INV
2	lilly77@discord.com	ACC
2	lilly77@discord.com	ACK
2	lilly77@discord.com	ACK
2	lilly77@discord.com	BYE
2	ozpin@gmail.com	INV
2	ozpin@gmail.com	INV
2	vic46@gmail.com	INV
2	vic46@gmail.com	INV
2	vic46@gmail.com	INV
2	vic46@gmail.com	INV
2	vic46@gmail.com	ACC
2	vic46@gmail.com	ACC
2	vic46@gmail.com	ACK
2	vic46@gmail.com	ACK
2	vic46@gmail.com	BYE
2	yarl80@sketchyvoip.net	INV
2	yarl80@sketchyvoip.net	INV
2	kely@sketchyvoip.net	INV
2	kely@sketchyvoip.net	INV
2	kely@sketchyvoip.net	ACC
2	kely@sketchyvoip.net	ACK
2	kely@sketchyvoip.net	BYE
3	jake52@discord.com	INV
3	jake52@discord.com	INV
3	jake52@discord.com	INV
3	jake52@discord.com	ACC
3	jake52@discord.com	ACC
3	jake52@discord.com	ACK
3	jake52@discord.com	ACK
3	jake52@discord.com	ACK
3	jake52@discord.com	BYE
3	ingres4@yahoo.com	INV
3	ingres4@yahoo.com	ACC
3	ingres4@yahoo.com	ACC
3	ingres4@yahoo.com	ACK
3	ingres4@yahoo.com	ACK
3	ingres4@yahoo.com	BYE
3	dave2@hotmail.com	INV
3	dave2@hotmail.com	INV
3	dave2@hotmail.com	INV
3	dave2@hotmail.com	ACC
3	dave2@hotmail.com	ACC
3	dave2@hotmail.com	ACK
3	dave2@hotmail.com	ACK
3	dave2@hotmail.com	BYE
3	jake@discord.com	INV
3	jake@discord.com	INV
3	jake@discord.com	ACC
3	jake@discord.com	ACK
3	jake@discord.com	BYE
3	tim@discord.com	INV
3	tim@discord.com	ACC
3	tim@discord.com	ACC
3	tim@discord.com	ACK
3	tim@discord.com	ACK
3	tim@discord.com	ACK
3	tim@discord.com	BYE
3	ingres2@hotmail.com	INV
3	ingres2@hotmail.com	INV
3	ingres2@hotmail.com	INV
3	ingres2@hotmail.com	INV
3	ingres2@hotmail.com	ACC
3	ingres2@hotmail.com	ACK
3	ingres2@hotmail.com	ACK
3	ingres2@hotmail.com	BYE
3	kely@gmail.com	INV
3	kely@gmail.com	INV
3	kely@gmail.com	INV
3	kely@gmail.com	INV
3	kely@gmail.com	ACC
3	kely@gmail.com	ACC
3	kely@gmail.com	ACK
3	kely@gmail.com	BYE
3	jake8@yahoo.com	INV
3	jake8@yahoo.com	INV
3	jake8@yahoo.com	INV
3	jake8@yahoo.com	ACC
3	jake8@yahoo.com	ACC
